2.3968726;48.8565077;2.373364;48.8437281
2.3807378;48.8490996;2.3464027;48.8679273
2.3277272;48.8347606;2.3064687;48.8718361
2.3474829;48.8654854;2.2996683;48.8729289
2.4058348;48.8470019;2.3329809;48.8680673
2.2952165;48.8907585;2.3219104;48.8775247
2.25929;48.900552;2.2418428;48.8897359
2.2898456;48.8381939;2.2648741;48.8340459
2.2400365;48.8778199;2.3705525;48.8698407
2.2492542;48.8183023;2.2322627;48.891998
2.2972642;48.8796541;2.2801211;48.8250404
2.2651831;48.8429327;2.252119;48.888601
2.2663906;48.8225466;2.3281789;48.84616
2.335017;48.8868789;2.3207188;48.8775837
2.3294907;48.890787;2.284956;48.8933879
2.2280482;48.8288761;2.2943396;48.8841225
2.3959848;48.8478958;2.3693363;48.8527753
2.3072944;48.8571618;2.2518438;48.8351307
2.2334512;48.8318695;2.2328835;48.8769302
2.2915338;48.8359662;2.328243;48.867326
2.2891296;48.8966988;2.33728;48.8759902
2.2989052;48.8599868;2.3722386;48.8427435
2.3574066;48.8743491;2.2796789;48.8372107
2.2488822;48.9029084;2.2388209;48.8270572
2.2941305;48.8980699;2.3057818;48.8672244
2.2747036;48.8540854;2.2923198;48.8347839
2.2471538;48.8760859;2.2860995;48.852152
2.3048183;48.8226958;2.3108069;48.8403524
2.2646669;48.9001198;2.3353917;48.8709753
2.3023607;48.9017831;2.3464027;48.8679273
2.3134683;48.8389535;2.2434329;48.8933992
2.3489926;48.8655576;2.2773373;48.8935675
2.2719484;48.819224;2.25929;48.900552
2.2941509;48.8243983;2.3725518;48.8421388
2.3188641;48.8931786;2.25929;48.900552
2.273842;48.8510733;2.23964;48.884748
2.3252013;48.8532198;2.2487981;48.8321761
2.2494928;48.8952202;2.3114809;48.8732939
2.305705;48.8964628;2.3391199;48.8750792
2.2652219;48.8264483;2.3097323;48.869783
2.310538;48.857641;2.26851;48.884831
2.3438959;48.8455103;2.2465867;48.8905045
2.2459841;48.8949549;2.3444157;48.8792549
2.2493614;48.8927683;2.2635323;48.9028289
2.2246028;48.8679411;2.224195;48.8955014
2.2351167;48.8991284;2.3240245;48.8799704
2.25929;48.900552;2.3176432;48.8718722
2.3272837;48.8815346;2.3262887;48.8806433
2.2408504;48.8784482;2.2393437;48.8970516
2.2499293;48.8758945;2.3479896;48.8709287
2.2370882;48.8996076;2.231397;48.8707802
2.2723936;48.8223191;2.337756;48.8628402
2.3257375;48.8299707;2.3365561;48.8369937
2.266081;48.8925157;2.2336198;48.8260019
2.364964;48.8634693;2.3089499;48.8743418
2.317101;48.8931877;2.2899143;48.8793423
2.3106663;48.8349551;2.3452805;48.8686897
2.3201308;48.9036274;2.2952785;48.8903499
2.3224792;48.8862855;2.2814463;48.8627196
2.3615149;48.8714002;2.3389818;48.8722972
2.2403799;48.8808702;2.3389818;48.8722972
2.2625964;48.8997189;2.271891;48.862044
2.3258324;48.894652;2.3290006;48.8454383
2.2435395;48.8283253;2.2703756;48.8825931
2.363346;48.8565331;2.2959084;48.8916007
2.3056695;48.8983968;2.3630789;48.8527778
